Food	Axis	correlation	pval	qval	Significance
Chocolate milk made from dry mix NS as to type of milk Nesquik 	Axis.7	-0.0865827815585923	0.184054726583122	0.801041382990414	
Chocolate milk made from syrup with whole milk	Axis.3	-0.0841137351659237	0.196927071484754	0.801041382990414	
Chocolate milk made from syrup with whole milk	Axis.8	0.100505217242021	0.122833906706092	0.801041382990414	
Chocolate milk made from syrup with whole milk	Axis.9	-0.132833020489639	0.0410336926529204	0.801041382990414	
Hot chocolate Cocoa made with dry mix and whole milk	Axis.2	-0.0818254858685597	0.209430480572362	0.801041382990414	
Hot chocolate Cocoa made with dry mix and whole milk	Axis.7	0.0941944546626443	0.148274136956232	0.801041382990414	
Hot chocolate Cocoa made with dry mix and whole milk	Axis.9	-0.10085466862869	0.121530963048359	0.801041382990414	
Hot chocolate Cocoa made with dry mix and whole milk	Axis.10	-0.0922915363866313	0.15668103817335	0.801041382990414	
Hot chocolate Cocoa made with no sugar added dry mix and water	Axis.1	-0.111320719146761	0.0872624017229714	0.801041382990414	
Hot chocolate Cocoa made with no sugar added dry mix and water	Axis.2	-0.111320719146761	0.0872624017229714	0.801041382990414	
Hot chocolate Cocoa made with no sugar added dry mix and water	Axis.3	0.0913400772486248	0.161016867546668	0.801041382990414	
Hot chocolate Cocoa made with no sugar added dry mix and reduced fat milk	Axis.2	-0.0913400772486248	0.161016867546668	0.801041382990414	
Hot chocolate Cocoa made with no sugar added dry mix and reduced fat milk	Axis.4	-0.0799225675925467	0.220255509706998	0.801041382990414	
Hot chocolate Cocoa made with no sugar added dry mix and reduced fat milk	Axis.6	-0.0894371589726118	0.16995772747279	0.801041382990414	
Hot chocolate Cocoa made with no sugar added dry mix and reduced fat milk	Axis.8	-0.111320719146761	0.0872624017229714	0.801041382990414	
Hot chocolate Cocoa made with no sugar added dry mix and reduced fat milk	Axis.10	-0.102757586904703	0.114623427800764	0.801041382990414	
Milk shake fast food flavors other than chocolate	Axis.5	0.0932429955246378	0.152433764046675	0.801041382990414	
Milk shake fast food flavors other than chocolate	Axis.7	0.10085466862869	0.12153096304836	0.801041382990414	
Milk shake fast food flavors other than chocolate	Axis.9	-0.0989517503526769	0.128757689409435	0.801041382990414	
Fruit smoothie with whole fruit and dairy	Axis.8	-0.146537146831322	0.0240595917142823	0.801041382990414	
